movie_title,original_genres,predicted_genres
FearDotCom,"['Horror', 'Thriller']",Thriller
Cirque du Freak: The Vampire's Assistant,"['Adventure', 'Fantasy', 'Action', 'Thriller']",
Duplex,"['Action', 'Comedy', 'Thriller']",
Soul Men,"['Comedy', 'Music']",Comedy
Raise the Titanic,"['Action', 'Drama', 'Thriller']",Drama
Universal Soldier: The Return,"['Action', 'Science Fiction']",Action
Pandorum,"['Action', 'Horror', 'Mystery', 'Science Fiction', 'Thriller']",Action Science Fiction Thriller
Impostor,"['Action', 'Science Fiction', 'Thriller']",Action Science Fiction
Extreme Ops,"['Action', 'Adventure', 'Drama', 'Thriller']",
Just Visiting,"['Comedy', 'Fantasy', 'Science Fiction']",
Sunshine,"['Science Fiction', 'Thriller']",Science Fiction
A Thousand Words,"['Drama', 'Comedy']",Comedy
Delgo,"['Adventure', 'Fantasy', 'Animation', 'Comedy', 'Science Fiction', 'Family']",Adventure
The Gunman,"['Action', 'Drama', 'Crime']",Drama
Stormbreaker,"['Adventure', 'Action', 'Family']",Action Adventure
Disturbia,"['Thriller', 'Drama', 'Mystery']",
Hackers,"['Action', 'Crime', 'Thriller', 'Drama']",Thriller
The Hunting Party,"['Action', 'Adventure', 'Thriller', 'Drama']",Drama
The Hudsucker Proxy,"['Comedy', 'Drama']",Comedy Drama
The Warlords,"['Action', 'Drama', 'History']",Action Drama
Nomad: The Warrior,"['Action', 'History', 'War']",Drama
Snowpiercer,"['Action', 'Science Fiction', 'Drama']",Science Fiction
A Monster in Paris,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Comedy
The Last Shot,"['Action', 'Comedy']",Action Comedy
The Crow,"['Fantasy', 'Action', 'Thriller']",Action
Baahubali: The Beginning,"['Action', 'Adventure', 'War', 'History']",
The Time Traveler's Wife,"['Drama', 'Romance', 'Fantasy']",Drama Romance
Because I Said So,['Comedy'],Comedy Drama
Frankenweenie,"['Animation', 'Comedy', 'Family']",
Serenity,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",Action Adventure Science Fiction
Against the Ropes,"['Romance', 'Drama']",Drama
Superman III,"['Comedy', 'Action', 'Adventure', 'Fantasy', 'Science Fiction']",Action Adventure Science Fiction
Grudge Match,['Comedy'],
Red Cliff,"['Adventure', 'Drama', 'Action']",
Sweet Home Alabama,"['Comedy', 'Romance']",Comedy Romance
The Ugly Truth,"['Comedy', 'Romance']",Comedy Romance
Sgt. Bilko,"['Comedy', 'Family']",Comedy
Spy Kids 2: The Island of Lost Dreams,"['Action', 'Adventure', 'Family']",Adventure
Star Trek: Generations,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",
The Grandmaster,"['Action', 'Drama', 'History']",Action Drama
Water for Elephants,"['Drama', 'Romance']",Drama
Dragon Nest: Warriors' Dawn,"['Adventure', 'Family', 'Fantasy', 'Animation']",Adventure
The Hurricane,['Drama'],Drama
Enough,"['Drama', 'Thriller']",Drama Thriller
Heartbreakers,"['Crime', 'Comedy', 'Romance']",
Paul Blart: Mall Cop 2,"['Action', 'Comedy', 'Family']",Comedy
Angel Eyes,"['Drama', 'Romance', 'Thriller']",Drama
Joe Somebody,['Comedy'],Comedy
The Ninth Gate,"['Horror', 'Mystery', 'Thriller']",
Extreme Measures,"['Drama', 'Thriller']",Drama Thriller
Rock Star,"['Music', 'Drama', 'Comedy']",Comedy Drama
Precious,['Drama'],Drama
White Squall,"['Action', 'Drama']",Drama
The Thing,"['Horror', 'Mystery', 'Science Fiction']",Science Fiction
Riddick,"['Science Fiction', 'Action', 'Thriller']",Action Science Fiction Thriller
Switchback,"['Action', 'Adventure', 'Mystery', 'Thriller']",Thriller
Texas Rangers,"['Action', 'Western']",Drama
City of Ember,"['Adventure', 'Family', 'Fantasy']",Adventure
The Master,['Drama'],Drama
Virgin Territory,"['Adventure', 'Action', 'Comedy', 'Romance']",
The Express,['Drama'],Drama
The 5th Wave,"['Adventure', 'Science Fiction']",Adventure Science Fiction
Creed,['Drama'],Drama
The Town,"['Crime', 'Drama', 'Thriller']",Crime Thriller
What to Expect When You're Expecting,"['Romance', 'Comedy', 'Drama']",Drama
Burn After Reading,"['Comedy', 'Drama']",
Nim's Island,"['Adventure', 'Comedy', 'Family', 'Fantasy']",
Rush,"['Drama', 'Action']",Drama
Magnolia,['Drama'],Drama
Cop Out,"['Action', 'Comedy', 'Crime']",Comedy Crime
How to Be Single,"['Comedy', 'Romance']",Comedy Romance
Dolphin Tale,"['Drama', 'Family']",Drama
Twilight,"['Adventure', 'Fantasy', 'Drama', 'Romance']",Drama Romance
John Q,"['Drama', 'Thriller', 'Crime']",Drama
Blue Streak,"['Action', 'Comedy', 'Crime']",Action Crime
We're the Millers,"['Comedy', 'Crime']",Crime Drama
The Inhabited Island,"['Action', 'Fantasy', 'Science Fiction', 'Thriller']",Science Fiction
Breakdown,"['Drama', 'Action', 'Thriller']",Drama Thriller
Never Say Never Again,"['Adventure', 'Action', 'Thriller']",Action Adventure Thriller
Hot Tub Time Machine,"['Science Fiction', 'Comedy', 'Adventure']",Comedy
Dolphin Tale 2,"['Family', 'Drama']",Drama
Reindeer Games,['Thriller'],Thriller
A Man Apart,"['Action', 'Drama']",Action Drama
Aloha,"['Drama', 'Comedy', 'Romance']",Comedy Drama Romance
Ghosts of Mississippi,"['History', 'Drama']",Drama
Snow Falling on Cedars,"['Drama', 'Romance']",Drama
The Rite,"['Drama', 'Thriller', 'Horror']",Drama
Gattaca,"['Thriller', 'Science Fiction', 'Mystery', 'Romance']",Science Fiction Thriller
Isn't She Great,"['Drama', 'Comedy']",Drama
Space Chimps,"['Animation', 'Family']",
Head of State,['Comedy'],Comedy Drama
The Hangover,['Comedy'],Comedy
Ip Man 3,"['Action', 'Drama', 'History']",Drama
Austin Powers: The Spy Who Shagged Me,"['Adventure', 'Comedy', 'Crime', 'Science Fiction']",Adventure Comedy Science Fiction
Batman,"['Fantasy', 'Action']",Action
There Be Dragons,['Drama'],Drama
Lethal Weapon 3,"['Adventure', 'Action', 'Comedy', 'Thriller', 'Crime']",Action Comedy
The Blind Side,['Drama'],Drama
Spy Kids,"['Action', 'Comedy', 'Family', 'Adventure']",Comedy
Horrible Bosses,"['Comedy', 'Crime']",Comedy
True Grit,"['Drama', 'Adventure', 'Western']",Drama
The Devil Wears Prada,"['Comedy', 'Drama', 'Romance']",Comedy Drama
Star Trek: The Motion Picture,"['Science Fiction', 'Adventure', 'Mystery']",Adventure Science Fiction
Identity Thief,"['Comedy', 'Crime']",Comedy
Cape Fear,"['Crime', 'Thriller']",Drama Thriller
21,"['Drama', 'Crime']",Drama
Trainwreck,['Comedy'],Comedy Drama
Guess Who,"['Comedy', 'Romance']",Comedy
The English Patient,"['Drama', 'Romance', 'War']",Drama
L.A. Confidential,"['Crime', 'Drama', 'Mystery', 'Thriller']",Crime Thriller
Sky High,"['Adventure', 'Comedy', 'Family']",Adventure
In & Out,"['Comedy', 'Romance']",Comedy
Species,"['Science Fiction', 'Horror', 'Action']",Science Fiction
A Nightmare on Elm Street,['Horror'],Horror Thriller
The Cell,"['Horror', 'Science Fiction', 'Thriller']",Thriller
The Man in the Iron Mask,"['Action', 'Adventure', 'Drama']",
Secretariat,['Drama'],Drama
TMNT,"['Adventure', 'Animation', 'Comedy', 'Family']",Action
Radio,['Drama'],Comedy Drama
Friends with Benefits,"['Romance', 'Comedy']",Comedy
Neighbors 2: Sorority Rising,['Comedy'],Comedy
Saving Mr. Banks,"['Comedy', 'Drama', 'History']",Drama
Malcolm X,"['Drama', 'History']",Drama
This Is 40,['Comedy'],Comedy
Old Dogs,"['Comedy', 'Family']",Comedy
Underworld: Rise of the Lycans,"['Fantasy', 'Action', 'Adventure', 'Science Fiction', 'Thriller']",Action Fantasy
License to Wed,['Comedy'],Comedy Drama Romance
The Benchwarmers,['Comedy'],Comedy
Must Love Dogs,"['Comedy', 'Romance']",Comedy Romance
Donnie Brasco,"['Crime', 'Drama', 'Thriller']",Action Crime Drama Thriller
Resident Evil,"['Horror', 'Action', 'Science Fiction']",Action Horror Science Fiction Thriller
Poltergeist,['Horror'],Horror
The Ladykillers,"['Comedy', 'Crime', 'Thriller']",
Max Payne,['Action'],Action Thriller
In Time,"['Action', 'Thriller', 'Science Fiction']",Science Fiction
The Back-Up Plan,"['Comedy', 'Romance']",Comedy Romance
Something Borrowed,"['Comedy', 'Drama', 'Romance']",Comedy Drama Romance
Black Knight,"['Adventure', 'Comedy', 'Fantasy']",Adventure
The Bad News Bears,"['Comedy', 'Family']",Comedy
Street Fighter,"['Action', 'Adventure', 'Thriller']",Action Adventure
The Pianist,"['Drama', 'War']",Drama
The Nativity Story,"['Drama', 'History']",Drama
House of Wax,['Horror'],Horror Thriller
Closer,"['Drama', 'Romance']",Drama Romance
J. Edgar,"['Drama', 'Crime', 'History']",Drama
Mirrors,"['Horror', 'Mystery', 'Thriller']",Thriller
Queen of the Damned,"['Drama', 'Fantasy', 'Horror']",
Predator 2,"['Science Fiction', 'Action', 'Thriller']",Action Science Fiction Thriller
Untraceable,['Drama'],Crime Thriller
Blast from the Past,"['Comedy', 'Romance']",Drama
Flash Gordon,['Science Fiction'],Science Fiction
Jersey Girl,"['Comedy', 'Romance']",Comedy Drama Romance
Alex Cross,"['Action', 'Thriller', 'Crime', 'Mystery']",Thriller
Midnight in the Garden of Good and Evil,"['Crime', 'Drama', 'Mystery', 'Thriller']",Drama
Heist,"['Crime', 'Action', 'Thriller']",
Nanny McPhee and the Big Bang,"['Comedy', 'Fantasy']",Comedy
Hoffa,"['Crime', 'History']",
The X Files: I Want to Believe,"['Drama', 'Mystery', 'Science Fiction', 'Thriller']",Action Thriller
Ella Enchanted,"['Family', 'Fantasy', 'Comedy']",Fantasy
Concussion,['Drama'],Drama
Abduction,"['Thriller', 'Action', 'Mystery']",Thriller
Valiant,"['Animation', 'Family', 'Adventure']",Drama
Wonder Boys,"['Comedy', 'Drama']",Drama
Superhero Movie,"['Action', 'Comedy', 'Science Fiction']",Action Comedy
Broken City,"['Thriller', 'Crime', 'Drama']",Action Crime Thriller
Cursed,"['Horror', 'Comedy']",
Premium Rush,"['Crime', 'Action', 'Thriller']",
Hot Pursuit,"['Action', 'Comedy', 'Crime']",Action Crime Drama
The Four Feathers,"['War', 'Adventure', 'Drama', 'Romance']",Drama
Parker,"['Action', 'Crime']",
Wimbledon,"['Comedy', 'Romance']",Romance
Furry Vengeance,['Comedy'],Comedy
Bait,"['Action', 'Horror', 'Thriller']",Thriller
Krull,"['Fantasy', 'Action', 'Adventure']",
Lions for Lambs,"['Action', 'Adventure', 'Drama', 'History']",Drama
Flight of the Intruder,"['Action', 'Adventure', 'Drama', 'Thriller']",Action Drama
Walk Hard: The Dewey Cox Story,"['Comedy', 'Music']",Comedy Drama Music
The Shipping News,"['Drama', 'Romance']",Drama
American Outlaws,"['Action', 'Western']",
The Young Victoria,"['Drama', 'History', 'Romance']",Drama
Whiteout,"['Action', 'Crime', 'Mystery', 'Thriller']",
The Tree of Life,"['Drama', 'Fantasy']",Drama
Knock Off,"['Action', 'Adventure', 'Thriller']",
Sabotage,"['Action', 'Drama', 'Thriller', 'Crime']",Thriller
The Order,"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Romance', 'Thriller']",Drama Thriller
Punisher: War Zone,"['Action', 'Crime']",Action Crime
Zoom,"['Family', 'Fantasy', 'Comedy']",
The Walk,"['Adventure', 'Drama', 'Thriller']",Drama
Warriors of Virtue,"['Fantasy', 'Family', 'Action']",
A Good Year,"['Comedy', 'Drama', 'Romance']",Comedy Drama
Radio Flyer,['Drama'],Drama
Bound by Honor,"['Action', 'Crime', 'Drama', 'Thriller']",Crime Drama
Smilla's Sense of Snow,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",Drama
Femme Fatale,"['Thriller', 'Crime', 'Romance']",Drama
Lion of the Desert,"['Action', 'History', 'War']",Drama History War
The Horseman on the Roof,"['War', 'Adventure', 'Drama', 'Romance']",Drama Romance
Ride with the Devil,"['Drama', 'War', 'Romance', 'Western']",Drama
Biutiful,['Drama'],Drama
Bandidas,"['Action', 'Comedy', 'Western', 'Crime']",
Black Water Transit,"['Drama', 'Crime']",Drama
The Maze Runner,"['Action', 'Mystery', 'Science Fiction', 'Thriller']",Action Science Fiction
Unfinished Business,['Comedy'],Comedy
The Age of Innocence,"['Drama', 'Romance']",Drama Romance
The Fountain,"['Drama', 'Adventure', 'Science Fiction', 'Romance']",Drama
Chill Factor,"['Action', 'Comedy', 'Thriller']",Action
Stolen,"['Action', 'Crime', 'Drama', 'Thriller']",Action
Ponyo,"['Animation', 'Family']",Family
The Longest Ride,"['Drama', 'Romance']",Drama Romance
The Astronaut's Wife,"['Drama', 'Science Fiction', 'Thriller']",Drama
I Dreamed of Africa,"['Romance', 'Drama', 'Adventure']",Drama
Playing for Keeps,"['Comedy', 'Romance']",Comedy Drama
Mandela: Long Walk to Freedom,"['Drama', 'History']",Drama
Reds,"['Drama', 'History']",Drama
A Few Good Men,['Drama'],Drama Thriller
Exit Wounds,"['Action', 'Crime', 'Thriller']",Action
Big Momma's House,"['Crime', 'Comedy']",Action
Thunder and the House of Magic,"['Family', 'Fantasy', 'Animation', 'Adventure']",Family
The Darkest Hour,"['Horror', 'Action', 'Thriller', 'Science Fiction']",
Step Up Revolution,"['Music', 'Drama', 'Romance']",
Snakes on a Plane,"['Action', 'Crime', 'Horror', 'Thriller']",Action Thriller
The Watcher,"['Mystery', 'Thriller']",Thriller
The Punisher,"['Action', 'Crime', 'Drama']",Action Crime Drama
Goal!: The Dream Begins,['Drama'],Comedy
Safe,"['Action', 'Crime', 'Thriller']",Action Crime Thriller
Pushing Tin,"['Comedy', 'Drama']",Comedy
Return of the Jedi,"['Adventure', 'Action', 'Science Fiction']",Action Adventure
Doomsday,"['Action', 'Thriller', 'Science Fiction']",Action
The Reader,"['Drama', 'Romance']",Drama
Wanderlust,['Comedy'],Comedy
Elf,"['Comedy', 'Family', 'Fantasy']",Comedy
Phenomenon,"['Drama', 'Fantasy', 'Romance', 'Science Fiction']",Drama
Snow Dogs,"['Adventure', 'Comedy', 'Family']",Comedy
Scrooged,"['Fantasy', 'Comedy', 'Drama']",Comedy
Nacho Libre,"['Comedy', 'Family']",Drama
Bridesmaids,"['Comedy', 'Romance']",Comedy Romance
This Is the End,"['Action', 'Comedy']",Comedy
Stigmata,['Horror'],Drama
Men of Honor,['Drama'],Drama
Takers,"['Action', 'Crime', 'Drama', 'Thriller']",Action Thriller
The Big Wedding,['Comedy'],Comedy
"Big Mommas: Like Father, Like Son","['Crime', 'Comedy', 'Action']",Action Comedy Crime
Source Code,"['Thriller', 'Science Fiction', 'Mystery']",Thriller
Alive,"['Action', 'Adventure', 'Drama', 'Thriller']",
The Number 23,"['Thriller', 'Drama', 'Mystery']",Drama Thriller
The Young and Prodigious T.S. Spivet,"['Adventure', 'Drama', 'Family']",Drama
1941,"['Action', 'Comedy']",Drama
Dreamer: Inspired By a True Story,"['Drama', 'Family']",Drama
A History of Violence,"['Drama', 'Thriller', 'Crime']",Drama
Transporter 2,"['Action', 'Thriller', 'Crime']",Action
The Quick and the Dead,"['Action', 'Western']",
Laws of Attraction,"['Action', 'Comedy', 'Romance', 'Thriller']",Comedy Drama Romance
Bringing Out the Dead,['Drama'],Drama
Repo Men,"['Action', 'Science Fiction', 'Thriller', 'Crime']",
Dragon Wars: D-War,"['Fantasy', 'Drama', 'Horror', 'Action', 'Thriller', 'Science Fiction']",
Bogus,"['Fantasy', 'Comedy', 'Family']",Comedy Family
The Incredible Burt Wonderstone,['Comedy'],
Cats Don't Dance,"['Animation', 'Comedy', 'Family', 'Music']",Comedy
Cradle Will Rock,['Drama'],Drama
The Good German,"['War', 'Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']",Drama
George and the Dragon,['Adventure'],Adventure
Apocalypse Now,"['Drama', 'War']",Drama
Going the Distance,"['Comedy', 'Drama', 'Romance']",Comedy Drama Romance
Mr. Holland's Opus,"['Music', 'Drama', 'Family']",Drama
Criminal,['Action'],Action Thriller
Out of Africa,['Drama'],Drama
Flight,['Drama'],Drama
Moonraker,"['Action', 'Adventure', 'Thriller', 'Science Fiction']",Action Adventure Science Fiction Thriller
The Grand Budapest Hotel,"['Comedy', 'Drama']",Drama
Hearts in Atlantis,"['Drama', 'Mystery']",Drama
Arachnophobia,"['Comedy', 'Horror']",
Frequency,"['Crime', 'Drama', 'Science Fiction', 'Thriller']",Drama Thriller
Vacation,['Comedy'],Comedy
Get Shorty,"['Comedy', 'Thriller', 'Crime']",Comedy Crime Thriller
Chicago,"['Action', 'Comedy', 'Crime', 'Drama', 'Music']",Drama
Big Daddy,"['Comedy', 'Drama']",Comedy Drama
American Pie 2,"['Comedy', 'Romance']",Comedy
Toy Story,"['Animation', 'Comedy', 'Family']",Comedy
Speed,"['Action', 'Adventure', 'Crime']",
The Vow,"['Drama', 'Romance']",Drama
Extraordinary Measures,['Drama'],Drama
Remember the Titans,['Drama'],Drama
The Hunt for Red October,"['Action', 'Adventure', 'Thriller']",Action Thriller
The Butler,['Drama'],Drama
DodgeBall: A True Underdog Story,['Comedy'],Comedy
The Addams Family,"['Horror', 'Comedy', 'Fantasy']",Comedy
Ace Ventura: When Nature Calls,"['Crime', 'Comedy', 'Adventure']",
The Princess Diaries,"['Comedy', 'Family', 'Romance']",Drama
The First Wives Club,['Comedy'],Comedy
Se7en,"['Crime', 'Mystery', 'Thriller']",Crime Drama Thriller
District 9,['Science Fiction'],Science Fiction
The SpongeBob SquarePants Movie,"['Animation', 'Comedy', 'Family']",Comedy
Mystic River,"['Thriller', 'Crime', 'Drama', 'Mystery']",Drama
Million Dollar Baby,['Drama'],Drama
Analyze This,"['Comedy', 'Crime']",Comedy
The Notebook,"['Romance', 'Drama']",Drama Romance
27 Dresses,"['Comedy', 'Romance']",Comedy Romance
Hannah Montana: The Movie,"['Comedy', 'Drama', 'Family', 'Music', 'Romance']",Comedy Drama
Rugrats in Paris: The Movie,"['Adventure', 'Animation', 'Comedy', 'Family']",Comedy
The Prince of Tides,"['Drama', 'Romance']",Drama
Legends of the Fall,"['Adventure', 'Drama', 'Romance', 'War']",Adventure Drama
Up in the Air,"['Drama', 'Romance']",Comedy Drama
About Schmidt,"['Drama', 'Comedy']",Drama
Warm Bodies,"['Horror', 'Comedy', 'Romance']",Science Fiction
Looper,"['Action', 'Thriller', 'Science Fiction']",Action Science Fiction Thriller
Down to Earth,"['Fantasy', 'Comedy', 'Science Fiction', 'Romance']",Comedy
Babe,"['Fantasy', 'Drama', 'Comedy', 'Family']",Comedy Family
Hope Springs,"['Drama', 'Comedy', 'Romance']",Comedy Drama
Forgetting Sarah Marshall,"['Comedy', 'Romance', 'Drama']",Comedy
Four Brothers,"['Action', 'Crime']",
Baby Mama,['Comedy'],Comedy
Hope Floats,"['Drama', 'Romance']",Drama Romance
Bride Wars,['Comedy'],Comedy
Without a Paddle,"['Action', 'Adventure', 'Comedy', 'Thriller']",Comedy
13 Going on 30,"['Comedy', 'Fantasy', 'Romance']",Comedy
Midnight in Paris,"['Fantasy', 'Comedy', 'Romance']",Comedy Romance
The Nut Job,"['Animation', 'Comedy', 'Family', 'Adventure']",
Blow,"['Crime', 'Drama']",Drama
Message in a Bottle,"['Romance', 'Drama']",Drama Romance
Star Trek V: The Final Frontier,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",Adventure
Like Mike,"['Comedy', 'Drama', 'Family', 'Fantasy']",Comedy Drama
The Naked Gun 33⅓: The Final Insult,"['Comedy', 'Crime']",Comedy Crime
A View to a Kill,"['Adventure', 'Action', 'Thriller']",Action Adventure Thriller
The Curse of the Were-Rabbit,"['Adventure', 'Animation', 'Comedy', 'Family']",Comedy Family
P.S. I Love You,"['Drama', 'Romance']",Drama
Racing Stripes,['Comedy'],
Atonement,"['Drama', 'Romance']",Drama
Letters to Juliet,"['Comedy', 'Drama', 'Romance']",Comedy Drama Romance
Black Rain,"['Action', 'Thriller', 'Crime']",Action
The Three Stooges,['Comedy'],Comedy
Corpse Bride,"['Romance', 'Fantasy', 'Animation', 'Music']",
Glory Road,['Drama'],Drama
Sicario,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",Action Crime Drama Thriller
Southpaw,"['Action', 'Drama']",Drama
Drag Me to Hell,"['Horror', 'Thriller']",
The Age of Adaline,"['Fantasy', 'Drama', 'Romance']",Drama Romance
Secondhand Lions,"['Comedy', 'Drama', 'Family']",Drama
Step Up 3D,"['Drama', 'Romance']",
Blue Crush,['Adventure'],Drama
Stranger Than Fiction,"['Comedy', 'Drama', 'Fantasy', 'Romance']",Comedy Drama Romance
30 Days of Night,"['Horror', 'Thriller']",
